lemma,total_count,unique_comments,words
deportaron,3,3,deportaron
deportation,210,156,deportation
deportation.we,1,1,deportation.we
deporte,1,1,deporte
deported,1,1,deported
deported.7,1,1,deported.7
deporting,1,1,deporting
deportion,2,2,deportion
deposit,187,134,deposit | deposited | depositing | deposits
depositar,2,2,depositar
depositaria,1,1,depositaria
deposite,5,4,deposite
deposited,1,1,deposited
depositemos,1,1,depositemos
deposition,1,1,deposition
deposito,2,2,deposito
depostis,1,1,depostis
depot,13,9,depot | depoted
depotation,1,1,depotation
depoter,1,1,depotered
depotstion,1,1,depotstion
depparetment,1,1,depparetment
depresion,1,1,depresion
depressed,4,4,depressed
depression,4,4,depression
deprive,4,3,deprived
deprt,1,1,deprted
deprtment,1,1,deprtment
depsite,1,1,depsite
dept,164,130,dept
depth,4,4,depth
deputation,21,12,deputation
depute,5,2,depute | deputed
deputy,7,6,deputy
depósito,1,1,depósitos
derecho,5,5,derecho
derechos,1,1,derechos
derek,1,1,derek
deresidensia,1,1,deresidensia
derivative,14,14,derivative | derivatives
derrick,3,2,derrick
des,8,3,des
desantos,4,1,desantos
desapareceer,1,1,desapareceer
desaparecio,1,1,desaparecio
desarrollo,1,1,desarrollo
descaradamente,1,1,descaradamente
descaro,1,1,descaro
descent,3,3,descent
desclaimer,2,2,desclaimer
desconectada,1,1,desconectadas
desconectado,1,1,desconectados
desconfiar,1,1,desconfiar
desconfio,1,1,desconfio
desconosco,1,1,desconosco
descorches,1,1,descorches
describe,41,36,describe | described | describes | describing
described,1,1,described
described).but,1,1,described).but
description,50,41,description
description.***complainant,1,1,description.***complainant
descriptive,1,1,descriptive
descriptor,1,1,descriptor
descuento,1,1,descuento
desde,18,16,desde
desear,1,1,desear
desee,2,1,desee
deseiv,2,2,deseived
desempeno,1,1,desempeno
desempeñarse,1,1,desempeñarse
deseos,1,1,deseos
deserve,24,20,deserve | deserved | deserves
deserved,1,1,deserved
deserving,1,1,deserving
desesperacion,1,1,desesperacion
desesperación,1,1,desesperación
desesperada,1,1,desesperadas
desesperado,1,1,desesperado
desia,1,1,desia
desicion,2,2,desicion
desid,2,2,desided
design,81,66,design | designed | designs
designate,2,2,designated
designation,1,1,designation
designer,1,1,designer
desinformacion,1,1,desinformacion
desirable,1,1,desirable
desire,14,13,desire | desired
desiredsettlementid,138,138,desiredsettlementid
desirous,1,1,desirous
desist,8,5,desist
desjardins,1,1,desjardins
desk,19,16,desk
desktop,1,1,desktop
despactch,1,1,despactching
desparate,2,2,desparate
desparecida,1,1,desparecida
despatch,2,2,despatch
desperate,15,15,desperate
desperately,4,4,desperately
desperation,2,2,desperation
despicable,4,4,despicable
despite,41,38,despite
desposit,1,1,desposit
despu,17,12,despues
despue,4,4,despue | despues
despues,4,4,despues
despute,2,1,despute
después,13,9,después
destabilize,1,1,destabilize
destado,1,1,destado
destinado,1,1,destinado
destinatario,1,1,destinatario
destination,4,4,destination
destinationand,1,1,destinationand
destine,1,1,destined
destoy,1,1,destoyed
destroi,1,1,destroied
destroy,19,13,destroy | destroyed | destroying
destrozado,1,1,destrozado
destruction,1,1,destruction
detach,1,1,detach
detachment,1,1,detachment
detaied,1,1,detaied
detail,695,507,detail | detailed | detailing | details
detaile,2,1,detailes
detailed,20,20,detailed
details,139,81,details
details!).i,1,1,details!).i
details(control,1,1,details(control
details(passport,1,1,details(passport
details).then,1,1,details).then
details).this,1,1,details).this
details-,2,1,details-
details.i,1,1,details.i
details7,1,1,details7
details:1,1,1,details:1
detailsacceptance,5,5,detailsacceptance
detailscase,1,1,detailscase
detailscheck,1,1,detailscheck
detailshide,1,1,detailshide
detailsto,1,1,detailsto
detailswith,1,1,detailswith
detain,30,25,detain | detained
detainedby,1,1,detainedby
detainee,2,2,detainee
detaisl,1,1,detaisl
detal,1,1,detal
detalle,2,2,detalles
detect,5,4,detect | detected
detection,10,10,detection
detective,9,9,detective
detein,1,1,deteined
detencion,1,1,detencion
detener,1,1,detener
detenerla,1,1,detenerla
detenga,1,1,detenga
detenida,2,2,detenida
detenidamente,1,1,detenidamente
detenido,8,8,detenido | detenidos
detention,18,15,detention
deteriorate,4,4,deteriorate | deteriorating
determine,36,35,determine | determined | determining
determined,4,3,determined
detetion,1,1,detetion
detial,1,1,detials
detour,1,1,detoured
detriment,2,2,detriment
detrimental,4,4,detrimental
detroit,4,2,detroit
deuda,5,2,deuda
deux,2,2,deux
dev,1,1,dev
devait,1,1,devait
devastate,4,4,devastated
devastated,2,1,devastated
devastating,2,2,devastating
devastation,1,1,devastation
develop,7,7,developed | developing
developer,5,3,developer | developers
developers,2,1,developers
development,7,6,development
deviant,1,1,deviant
deviatesfrom,1,1,deviatesfrom
deviation,1,1,deviation
device,32,30,device | devices
devices.13,1,1,devices.13
devinrent,1,1,devinrent
deviously,2,1,deviously
devise,1,1,devised
devit,1,1,devit
devolber,1,1,devolber
devolucion,2,2,devolucion
devolver,2,2,devolver
devolverlo,1,1,devolverlo
devolverme,1,1,devolverme
devolverían,1,1,devolverían
devolviera,1,1,devolviera
devolvieran,1,1,devolvieran
devolvían,1,1,devolvían
devore,2,1,devore
devote,2,2,devote | devoted
devuelta,1,1,devuelta
devuelva,1,1,devuelva
devuelvan,1,1,devuelvan
devuelve,1,1,devuelve
deysi,1,1,deysi
dfail,1,1,dfailed
dg,1,1,dg
dhabi,3,1,dhabi
dhall,2,2,dhall
dher,1,1,dher
dhillon,1,1,dhillon
dhl,11,9,dhl
dhs,39,32,dhs
dhs-11719,1,1,dhs-11719
dhs.gov,1,1,dhs.gov
dhs/,1,1,dhs/
dhs11719,1,1,dhs11719
dhs28006.the,1,1,dhs28006.the
dhs4406,1,1,dhs4406
di,19,16,di
di130,1,1,di130
dia,36,23,dia | dias
diabete,1,1,diabetes
diabetic,1,1,diabetic
diabetie,1,1,diabeties
diack,2,2,diack
diagnose,3,3,diagnosed
diago,1,1,diago
dial,13,10,dial | dialed | dialing
dialect,1,1,dialect
dialogar,1,1,dialogar
dialogue,1,1,dialogue
diamond,1,1,diamonds
dian,1,1,dian
diana,2,1,diana
diane,1,1,diane
dianne,2,1,dianne
diario,1,1,diario
dias,3,3,dias
diaz,7,4,diaz
dic,1,1,dic
dice,15,14,dice
dicen,9,5,dicen
dicha,2,2,dicha
dicho,6,6,dicho
dici&#233;ndome,1,1,dici&#233;ndome
diciembre,3,3,diciembre
diciendo,7,7,diciendo
diciendome,2,2,diciendome
dicine,1,1,dicine
dicommect,1,1,dicommected
diconnect,1,1,diconnect
dictamino,1,1,dictamino
dictate,1,1,dictated
dictatesthat,1,1,dictatesthat
dictionary,1,1,dictionary
did'nt,2,2,did'nt
did-,1,1,did-
did.10/10/12,1,1,did.10/10/12
did.6,1,1,did.6
did.in,1,1,did.in
didint,2,2,didint
didn,2,1,didn
didn't,6,4,didn't
didn'twant,1,1,didn'twant
didn;t,1,1,didn;t
didnm,5,1,didnm
didnot,12,12,didnot
didnt,4,4,didnt
didnt'n,1,1,didnt'n
didn´t,1,1,didn´t
didthat,1,1,didthat
die,13,12,die | died | dieing | dying
diego,15,11,diego
diego.5,1,1,diego.5
diem,1,1,diem
diera,1,1,diera
dieramos,1,1,dieramos
dieran,1,1,dieran
dieron,9,8,dieron
diese,1,1,diese
dietary,1,1,dietary
diez,1,1,diez
diferent,3,3,diferent | diferentes
diferente,6,5,diferente | diferentes
difernt,2,2,difernts
diff,2,2,diff
differ,2,2,differ | differed
difference,20,19,difference | differences
different,184,165,different
differentiate,1,1,differentiate
difficult,65,64,difficult
difficulty,13,11,difficulties | difficulty
diffrent,2,2,diffrent
différent,1,1,différents
dificultad,1,1,dificultades
difrent,1,1,difrent
difícile,1,1,difíciles
dig,2,2,dig
digan,1,1,digan
diganme,1,1,diganme
dige,1,1,dige
diget,1,1,digets
digicel,1,1,digicel
digit,18,16,digit | digits
digital,9,5,digital
digitally,1,1,digitally
digits,1,1,digits
dignity,1,1,dignity
digo,2,1,digo
diguis,1,1,diguised
dije,17,11,dije
dijeron,21,14,dijeron
dijese,1,1,dijese
dijimo,1,1,dijimos
dijo,49,28,dijo
dilemma,1,1,dilemma
diligence,1,1,diligence
diligent,1,1,diligent
diligently,3,3,diligently
dilip,3,1,dilip
dillon,1,1,dillon
dime,3,3,dime
dimon,1,1,dimon
dimplomatic,1,1,dimplomatic
din't,1,1,din't
dinero,80,46,dinero
dinero.el,1,1,dinero.el
dinero.la,1,1,dinero.la
dinero.y,2,2,dinero.y
dinero.yo,1,1,dinero.yo
dinesh,1,1,dinesh
ding,2,1,ding
dinner,2,2,dinner
dint,5,5,dint
dio,10,10,dio
diocese,1,1,diocese
dioceses,1,1,dioceses
dioern,1,1,dioern
diploma,10,7,diploma | diplomas
diplomat,2,2,diplomat | diplomats
diplomatic,51,48,diplomatic
diplomats.com,1,1,diplomats.com
dipolma,2,2,dipolma | dipolmas
dirct,1,1,dircted
dire,7,7,dire
direcci&#243;n,3,2,direcci&#243;n
direccio,1,1,direccio
direccion,10,8,direccion
direccione,2,1,direcciones
dirección,2,2,dirección
direct,427,326,direct | directed | directing | directs
direct'they,1,1,direct'they
direct.com,7,4,direct.com
direct.comi,1,1,direct.comi
direct268,2,1,direct268
directamente,3,3,directamente
direction,23,23,direction | directions
directive,5,3,directive | directives
directly,133,123,directly
director,32,24,director | directors
directorate,1,1,directorate
directory,6,6,directories | directory
directory.i,1,1,directory.i
directs,2,2,directs
dirigirle,1,1,dirigirle
dirigió,2,2,dirigió
dirijir,1,1,dirijir
dirijo,1,1,dirijo
dirty,2,2,dirty
dis,6,4,dis
disability,6,5,disabilities | disability
disabilityd,1,1,disabilityd
disabiltie,1,1,disabilties
disable,1,1,disabled
disabled,10,6,disabled
disadvantage,1,1,disadvantaged
disadvantaged,1,1,disadvantaged
disadvantageous,1,1,disadvantageous
disadvantages,1,1,disadvantages
disagree,3,2,disagree | disagreed
disagreed,1,1,disagreed
disant,5,5,disant
disapoint,1,1,disapointed
disappear,25,22,disappear | disappeared | disappearing
disapper,3,3,disapper | disappered
disappoint,2,2,disappointed
disappointed,16,15,disappointed
disappointied,1,1,disappointied
disappointing,3,3,disappointing
disappointment,1,1,disappointment
disapprove,1,1,disapproved
disastifaccion,1,1,disastifaccion
disaualifi,1,1,disaualified
disbal,1,1,disbaled
disbar,4,4,disbarred
disbarment,1,1,disbarment
disbelieve,1,1,disbelieve
disc,2,2,disc | discs
discard,3,3,discarded
discconected,1,1,discconected
discern,2,2,discern
discharge,5,2,discharge | discharged | discharging
disciplinary,4,3,disciplinary
disciplinaryletter,1,1,disciplinaryletter
discipline,5,3,discipline | disciplined | disciplines
discipline.htm3,1,1,discipline.htm3
disclaim,3,3,disclaim
disclaimer,70,51,disclaimer | disclaimers
disclaimersat,1,1,disclaimersat
disclaimerthe,1,1,disclaimerthe
disclaimour,1,1,disclaimour
disclamer,1,1,disclamer
disclose,98,88,disclose | disclosed | discloses | disclosing
disclosure,16,13,disclosure | disclosures
discolor,1,1,discolored
disconcert,1,1,disconcerting
disconect,2,2,disconected
disconnect,183,138,disconnect | disconnected | disconnecting | disconnects
disconnected,19,19,disconnected
disconnected.i,1,1,disconnected.i
disconnectedd,1,1,disconnectedd
disconnectedthe,1,1,disconnectedthe
disconnet,1,1,disconneted
discontinue,4,4,discontinue | discontinued
discontinuity,1,1,discontinuity
discount,144,131,discount | discounted | discounts
discount-,1,1,discount-
discount.i,1,1,discount.i
discourage,3,3,discouraged | discouraging
discover,102,95,discover | discovered | discovering
discovery,2,2,discoveries | discovery
discreet,2,2,discreet
discrepancy,9,8,discrepancies | discrepancy
discretion,2,2,discretion
discrib,1,1,discribed
discriminate,6,5,discriminate | discriminated | discriminating
discrimination,5,4,discrimination
disculpa,2,2,disculpa | disculpas
disculpo,1,1,disculpo
discused,1,1,discused
discuss,70,60,discuss | discussed | discussing
discussed,1,1,discussed
discussion,21,20,discussion | discussions
dise,1,1,dise
diseño,1,1,diseño
disgrace,3,3,disgrace
disgruntle,2,2,disgruntled
disgruntled,2,2,disgruntled
disguise,11,9,disguise | disguised | disguises | disguising
disgust,2,2,disgust | disgusted
disgusting,1,1,disgusting
dish,8,3,dish
disheart,1,1,dishearted
dishearten,1,1,dishearten
dishonest,18,17,dishonest
dishonesty,6,6,dishonesty
dishonn,1,1,dishonnest
dishonor,3,3,dishonor
disinterested,2,2,disinterested
dismay,1,1,dismayed
dismiss,11,10,dismiss | dismissed | dismissing
dismissal,3,2,dismissal
dismissive,2,2,dismissive
disney,1,1,disney
disobey,1,1,disobeyed
disonnect,1,1,disonnected
disorganized,1,1,disorganized
disorient,2,2,disoriented
disoriented,1,1,disoriented
disparate,1,1,disparate
dispatch,11,9,dispatch | dispatched
dispersal,1,1,dispersal
disperse,1,1,dispersing
displace,1,1,displaced
display,68,63,display | displayed | displaying | displays
disply,1,1,displyed
dispocicion,1,1,dispocicion
dispongo,1,1,dispongo
disponible,3,3,disponible
disposal,2,2,disposal
dispose,2,2,disposed
disposition,9,4,disposition
disppear,1,1,disppeared
disprove,1,1,disprove
dispuesto,1,1,dispuesto
dispute,143,113,dispute | disputed | disputes | disputing
dispute.on,1,1,dispute.on
disputes,3,2,disputes
disputy,1,1,disputyed
disqualification,2,2,disqualification
disqualify,14,12,disqualified | disqualify
disquilifi,1,1,disquilified
disregard,7,7,disregard | disregarding | disregards
disreputable,2,2,disreputable
disrepute,1,1,disrepute
disrespect,2,2,disrespect | disrespects
disrespectful,1,1,disrespectful
dissapear,2,2,dissapeared
dissaperd,1,1,dissaperd
dissapered,1,1,dissapered
dissapointed,1,1,dissapointed
dissatisfaction,1,1,dissatisfaction
dissatisfied,4,4,dissatisfied
dissemination,2,2,dissemination
disservice,2,2,disservice
dissociate,1,1,dissociate
dissolution,4,3,dissolution
dissolve,4,4,dissolved
dissuade,1,1,dissuade
distance,5,5,distance
distant,1,1,distant
distinct,2,2,distinct
distinction,1,1,distinction
distinctly,1,1,distinctly
distinguish,7,6,distinguish | distinguishing
distinguées,1,1,distinguées
distort,1,1,distorting
distorted,1,1,distorted
distraught,4,4,distraught
distressed,3,3,distressed
distressing,1,1,distressing
distribute,3,3,distribute | distributed
distributor,1,1,distributors
district,30,28,district
disturb,10,8,disturbed | disturbing
disturbance,1,1,disturbance
disturbed,2,2,disturbed
disturbing,3,3,disturbing
dit,9,3,dit
ditail,1,1,ditails
dite,1,1,dite
ditective,1,1,ditective
diveristy,16,16,diveristy
diversa,1,1,diversas
diverse,1,1,diverse
diversety,1,1,diversety
diversidad,13,5,diversidad
diversity,1238,327,diversity
diversity)foreign-,2,2,diversity)foreign-
diversityforeign,1,1,diversityforeign
diversty,2,2,diversty
divert,4,3,divert | diverted | diverting
divide,1,1,divided
dividia,1,1,dividia
division,17,16,division
divorce,72,46,divorce | divorced | divorcing
divorciado,1,1,divorciado
divulge,7,7,divulge | divulged
djenadic,1,1,djenadic
dkim,1,1,dkim
dl,8,7,dl
dl).i,1,1,dl).i
dlike,1,1,dlike
dll,14,10,dlls
dlls.time,1,1,dlls.time
dlr,1,1,dlrs
dlrs,1,1,dlrs
dls,4,4,dls
dm,1,1,dm
dmitri,1,1,dmitri
dmv,7,6,dmv
dn,1,1,dn
dna,5,4,dna
dnc,4,4,dnc
dncr,1,1,dncr
dnde,1,1,dnde
dni,1,1,dni
dnot,2,2,dnot
dnt,1,1,dnt
do,6138,2739,did | do | does | doing | done | dos
do!thank,1,1,do!thanks
do)she,1,1,do)she
do.had,1,1,do.had
do.please,1,1,do.please
do.thank,1,1,do.thank
doan,2,1,doan
dob,70,65,dob
dob.he,1,1,dob.he
doc,23,17,doc | docs
docteur.copie,1,1,docteur.copie
doctor,30,19,doctor | doctors
docuemnt,1,1,docuemnts
docume,1,1,docume
document,960,627,document | documented | documents
document'.order,1,1,document'.order
document.and,1,1,document.and
document.u,1,1,document.u
documentaci&#243;n,1,1,documentaci&#243;n
documentación,2,2,documentación
documental,1,1,documental
documentarnos,1,1,documentarnos
documentation,113,94,documentation | documentations
documentation!i,1,1,documentation!i
documentation.and,1,1,documentation.and
documentbefore,1,1,documentbefore
documented,1,1,documented
documentery,1,1,documentery
documentg,1,1,documentg
documento,26,19,documento | documentos
documentorder,2,1,documentorder
documentos,4,3,documentos
documents,3,3,documents
documents(b)(6,1,1,documents(b)(6
documents).b,1,1,documents).best
documents)i,1,1,documents)i
documentsi,1,1,documentsi
documet,1,1,documets
documnet,1,1,documnets
documnetation,1,1,documnetation
dodge,3,3,dodge | dodging
doe,2,2,doe
doesn't,4,4,doesn't
doesn?t,1,1,doesn?t
doesnt,4,4,doesnt
dog,11,6,dog | dogs
dogan,1,1,dogan
dois,2,2,dois
doj,12,11,doj
dol,4,4,dol
dol.all,1,1,dol.all
dolandiricilik,1,1,dolandiricilik
dolar,13,11,dolar | dolares | dolars
dolare,12,10,dolares
dolares,2,2,dolares
dolars,1,1,dolars
doler,1,1,dolers
dollar,536,424,dollar | dollares | dollars
dollard,1,1,dollards
dollare,2,2,dollares
dollars,7,7,dollars
dollars-,1,1,dollars-
doller,4,3,dollers
dollor,2,1,dollors
dolo,1,1,dolo
domain,11,11,domain
domainkeys,2,2,domainkeys
dome,2,2,dome
domercant,1,1,domercant
domestic,15,12,domestic
dometic,1,1,dometic
domgasse,1,1,domgasse
domicilio,3,3,domicilio
dominant,1,1,dominant
domingo,4,3,domingo
dominguez,3,2,dominguez
dominic,1,1,dominic
dominican,5,5,dominican
dominicana,2,2,dominicana
dominique,1,1,dominique
don,14,9,don
don&#180;t,2,1,don&#180;t
don't,7,4,don't
don;t,1,1,don;t
don?t,1,1,don?t
donahoe,4,1,donahoe
donald,6,3,donald
donapost,1,1,donapost
donate,5,4,donate | donated
donation,8,5,donation | donations
donc,3,3,donc
donde,29,23,donde
done,1,1,done
done.<br,1,1,done.<br
done.i,2,2,done.i
done.it,1,1,done.it
donna,3,3,donna
donne,3,3,donne
donner,2,2,donner
donot,3,3,donot
donotcall,2,2,donotcall
dont,14,10,dont
donut,1,1,donuts
don´t,1,1,don´t
don’,1,1,don’
doop,1,1,dooped
door,32,29,door | doors
doorstep,5,5,doorstep
dopo,1,1,dopo
dorado,3,2,dorado
doral,2,1,doral
dorale,1,1,dorales
dorchester,1,1,dorchester
doris,1,1,doris
dorothea,1,1,dorothea
dorotheah,1,1,dorotheah
dorset,2,1,dorset
dos,8,8,dos
dosciento,1,1,doscientos
dosent,1,1,dosent
dosh,1,1,dosh
dosnt,1,1,dosnt
doster,1,1,doster
dot,75,59,dot | dots
dot#1621207,1,1,dot#1621207
dot#2207490,1,1,dot#2207490
douane,1,1,douane
double,29,25,double | doubled
doubt,62,56,doubt | doubted | doubting | doubts
doubt).i,1,1,doubt).i
doubter,1,1,doubters
doubtful,4,4,doubtful
doubtless,1,1,doubtless
doubtss,1,1,doubtss
doucette,1,1,doucette
doucument,1,1,doucument
dough.4,1,1,dough.4
doughter,1,1,doughter
douglas,3,3,douglas
dout,1,1,dout
doutée,1,1,doutée
dowload,2,2,dowload | dowloaded
down,225,190,down
down!below,1,1,down!below
down!when,1,1,down!when
down.visa,1,1,down.visa
downhill,1,1,downhill
download,137,96,download | downloaded | downloading
downloadable,3,3,downloadable
downloading,2,1,downloading
downpayment,7,3,downpayment
downright,2,2,downright
downs,1,1,downs
downstairs,1,1,downstairs
downtown,12,10,downtown
dozen,6,6,dozen | dozens
dpi,1,1,dpi
dpt,1,1,dpt
dr,17,12,dr
dr.,23,13,dr.
"dr.#218,reno",1,1,"dr.#218,reno"
draft,16,14,draft | drafted | drafting
drag,5,5,dragged | dragging
dragan,1,1,dragan
drage,1,1,drages
drain,2,2,drain | drained
drakes,1,1,drakes
drama,4,4,drama
dramatic,1,1,dramatic
draper,1,1,draper
draw,127,119,draw | drawing | drawn | draws | drew
draw-,2,2,draw-
drawer,1,1,drawer
drawing,11,10,drawing | drawings
drawling,1,1,drawling
dream,26,22,dream | dreams
dreamer,5,2,dreamer | dreamers
dreamers,2,1,dreamers
dreceived,1,1,dreceived
dress,1,1,dress
drilling,1,1,drilling
drink,7,5,drink | drinking
drive,60,50,drive | drives | driving | drove
driver,40,34,driver | drivers
drivers,4,4,drivers
drivesuite,1,1,drivesuite
driveway,1,1,driveway
driving,6,4,driving
drop,42,41,drop | dropped | dropping | drops
dropbox,2,2,dropbox | dropboxes
dru,1,1,druing
drug,24,16,drug | drugs
drugstore,1,1,drugstore
drunk,2,2,drunk
drupal,2,1,drupal
dry,1,1,dry
drywall,4,3,drywall
drôle,1,1,drôle
ds,8,5,ds
ds-11,5,5,ds-11
ds-11.complet,1,1,ds-11.completed
ds-160,3,2,ds-160
ds-230,6,6,ds-230
ds-5501,1,1,ds-5501
